title,key_center,sum_dur,n_notes,[p][d]
Washtap Reel,7,51/4,44,2,7,9,4,0,2,0,9,7,9,0,4,7,0,4,4,2,4,7,9,11,0,9,7,4,5,2,0,7,0,7,0,4,5,11,4,9,2,2,7,0,9,2,7,1/4,1/4,1/4,1/4,1/2,1/4,1/4,1/4,1/4,1/4,1/4,3/8,1/8,1/4,1/4,1/4,1/4,1/4,1/4,3/8,1/8,1/4,1/4,1/4,1/4,1/4,1/4,1/4,7/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4
Vole Crossing,2,289/8,273,2,4,0,0,11,0,0,9,0,0,7,11,2,4,0,0,11,0,0,9,2,2,2,0,2,4,0,0,11,0,0,9,0,0,7,0,0,9,0,0,11,0,2,4,0,0,0,2,4,0,0,11,0,0,9,0,0,7,11,2,4,0,0,11,0,0,9,2,2,2,0,2,4,0,0,11,0,0,9,0,0,7,0,0,9,0,0,11,0,2,4,0,0,0,2,4,2,4,5,4,5,7,5,7,9,2,0,2,3,2,4,5,4,5,7,4,2,4,5,4,5,7,5,7,9,7,5,4,2,0,11,0,2,4,0,0,0,4,0,0,11,0,0,9,0,0,7,11,2,4,0,0,11,0,0,9,2,2,2,0,2,4,0,0,11,0,0,9,0,0,7,0,0,9,0,0,11,0,2,4,0,0,0,2,4,0,0,11,0,0,9,0,0,7,11,2,4,0,0,11,0,0,9,2,2,2,0,2,4,0,0,11,0,0,9,0,0,7,0,0,9,0,0,11,0,2,4,0,0,0,2,4,2,4,5,4,5,7,5,7,9,2,0,2,3,2,4,5,4,5,7,4,2,4,5,4,5,7,5,7,9,7,5,4,2,0,11,0,2,4,0,0,0,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,3/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,3/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,3/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,3/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,3/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,3/8
Via Gellia,7,95/4,85,2,7,4,0,2,4,4,7,4,2,0,2,7,4,2,0,2,7,0,2,4,4,7,4,2,0,2,11,0,7,0,2,4,4,7,4,2,0,2,7,4,2,0,2,7,0,2,4,4,7,4,2,0,2,11,0,7,5,11,0,2,2,7,5,9,4,7,5,7,9,2,9,11,0,2,2,7,4,9,0,2,2,7,7,7,1/8,1/8,1/8,1/4,1/4,3/8,1/4,1/8,1/8,1/8,1/8,1/4,1/8,1/8,1/8,1/8,1/4,1/8,1/4,1/4,3/8,1/4,1/8,1/8,1/8,1/8,1/4,1/8,4,1/8,1/4,1/4,3/8,1/4,1/8,1/8,1/8,1/8,1/4,1/8,1/8,1/8,1/8,1/4,1/8,1/4,1/4,3/8,1/4,1/8,1/8,1/8,1/8,1/4,1/8,4,1/8,1/8,1/4,1/4,3/8,1/4,1/8,1/4,1/8,1/4,1/8,1/8,1/8,1/8,1/4,1/8,1/4,1/4,3/8,1/4,1/8,1/8,1/8,1/8,1/4,1/8,3/8,1/4,1/8
Verdi's Waltz,0,3/4,3,9,9,11,1/4,1/4,1/4
The Trouper,7,64,248,4,5,6,7,4,4,3,4,4,0,7,8,9,4,4,3,4,4,9,10,11,4,4,2,4,4,2,3,4,0,9,8,7,4,5,6,7,4,4,3,4,4,0,7,8,9,4,4,3,4,4,0,9,10,11,4,4,2,4,7,2,4,0,0,7,4,3,2,2,1,0,11,9,7,5,4,11,11,9,11,11,7,4,3,2,2,1,0,11,9,7,5,4,4,7,4,3,2,2,1,0,11,9,7,5,4,11,11,9,11,11,7,0,9,5,2,2,3,4,7,4,2,0,0,4,5,6,7,4,4,3,4,4,0,7,8,9,4,4,3,4,4,9,10,11,4,4,2,4,4,2,3,4,0,9,8,7,4,5,6,7,4,4,3,4,4,0,7,8,9,4,4,3,4,4,0,9,10,11,4,4,2,4,7,2,4,0,0,7,4,3,2,2,1,0,11,9,7,5,4,11,11,9,11,11,7,4,3,2,2,1,0,11,9,7,5,4,4,7,4,3,2,2,1,0,11,9,7,5,4,11,11,9,11,11,7,0,9,5,2,2,3,4,7,4,2,0,0,1/4,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/2,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/4,1/2,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/4,1/2,1/4,1,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/4,1/4,1/4,1/4,3/8,1/8,1/4,1/4,1/4,1/4,1/4,1/4,1,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/2,1/2,1/4,1/4,1/4,1/4,1/8,1/8,1/8,1/4,1/8,1/4,1,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/2,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/4,1/2,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/4,1/2,1/4,1,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/4,1/4,1/4,1/4,3/8,1/8,1/4,1/4,1/4,1/4,1/4,1/4,1,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/8,1/8,1/2,1/2,1/4,1/4,1/4,1/4,1/8,1/8,1/8,1/4,1/8,1/4,1,1/4
The Toastmaster,7,319/4,389,7,4,7,0,7,9,7,5,4,2,9,7,5,4,2,0,11,0,7,0,4,7,4,7,0,7,9,7,5,4,2,9,7,5,4,0,0,2,4,5,7,4,7,0,7,9,7,5,4,2,9,7,5,4,2,0,11,0,7,0,4,7,4,7,0,7,9,7,5,4,2,9,7,11,0,0,0,7,0,7,9,7,5,4,2,9,7,5,4,2,0,11,0,7,0,4,7,4,7,0,7,9,7,5,4,2,9,7,5,4,0,0,2,4,5,7,4,7,0,7,9,7,5,4,2,9,7,5,4,2,0,11,0,7,0,4,7,4,7,0,7,9,7,5,4,2,9,7,11,0,0,0,2,9,7,6,9,11,9,7,6,4,11,9,7,6,4,2,1,2,9,9,6,7,2,1,11,7,11,2,4,2,1,11,1,2,4,6,7,7,7,6,2,11,9,7,1,7,9,7,6,4,2,9,7,6,4,2,1,11,1,7,1,4,7,4,7,1,7,9,7,6,4,2,9,7,6,4,1,1,2,4,6,7,4,7,1,7,9,7,6,4,2,9,7,6,4,2,1,11,1,7,1,4,7,4,7,1,7,9,7,6,4,2,9,7,11,1,1,1,7,1,7,9,7,6,4,2,9,7,6,4,2,1,11,1,7,1,4,7,4,7,1,7,9,7,6,4,2,9,7,6,4,1,1,2,4,6,7,4,7,1,7,9,7,6,4,2,9,7,6,4,2,1,11,1,7,1,4,7,4,7,1,7,9,7,6,4,2,9,7,11,1,1,1,2,9,7,6,9,11,9,7,6,4,11,9,7,6,4,2,1,2,9,9,6,7,2,1,11,7,11,2,4,2,1,11,1,2,4,6,7,7,7,6,2,11,9,7,1/2,3/8,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/2,3/8,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/4,1/4,1/8,1/8,1/8,1/8,1/2,3/8,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/2,3/8,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/4,1/4,1/2,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/2,3/8,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/4,1/4,1/8,1/8,1/8,1/8,1/2,3/8,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/2,3/8,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/4,1/4,1/2,1/2,3/8,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/2,3/8,1/8,1/4,1/4,1/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/2,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/2,3/8,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/4,1/4,1/8,1/8,1/8,1/8,1/2,3/8,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/2,3/8,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/4,1/4,1/2,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/2,3/8,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/4,1/4,1/8,1/8,1/8,1/8,1/2,3/8,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/2,3/8,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/4,1/4,1/2,1/2,3/8,1/8,3/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/2,3/8,1/8,1/4,1/4,1/4,1/4,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/8,1/4,1/4,1/4,1/4,1/4,1/4,1/4,1/2
Temperley Hornpipe,2,781/4,313,7,0,4,7,7,4,2,0,2,7,7,2,0,11,0,9,9,4,2,0,0,11,11,10,11,4,8,11,4,7,7,4,2,0,2,7,7,2,0,11,9,9,5,2,2,0,0,11,0,4,0,7,0,7,0,4,7,7,4,2,0,2,7,7,2,0,11,0,9,9,4,2,0,0,11,11,10,11,4,8,11,4,7,7,4,2,0,2,7,7,2,0,11,9,9,5,2,2,0,0,11,0,4,0,7,0,2,7,4,7,5,4,5,2,11,7,9,11,0,7,3,0,7,3,0,7,3,0,8,8,8,5,0,8,5,0,7,6,7,3,0,7,3,0,5,4,5,2,11,7,9,11,0,4,0,7,0,0,4,7,7,4,2,0,2,7,7,2,0,11,0,9,9,4,2,0,0,11,11,10,11,4,8,11,4,7,7,4,2,0,2,7,7,2,0,11,9,9,5,2,2,0,0,11,0,4,0,7,0,7,0,4,7,7,4,2,0,2,7,7,2,0,11,0,9,9,4,2,0,0,11,11,10,11,4,8,11,4,7,7,4,2,0,2,7,7,2,0,11,9,9,5,2,2,0,0,11,0,4,0,7,0,2,7,4,7,5,4,5,2,11,7,9,11,0,7,3,0,7,3,0,7,3,0,8,8,8,5,0,8,5,0,7,6,7,3,0,7,3,0,5,4,5,2,11,7,9,11,0,4,0,7,0,3/4,1/4,1,1,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,1,1,1,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,1,1,1,3/4,1/4,1,1,1,1,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,1,1,1,1,1,1,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,1,1,1,3/4,1/4,1/4,1,1,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,1,1,1,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,1,1,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,1,1,1,3/4,1/4,1,1,1,1,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,1,1,1,1,1,1,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,3/4,1/4,1,1,1,3/4,1/4
Stepping Stone,7,48,136,9,7,4,2,0,2,4,9,2,4,9,11,0,4,9,7,9,7,4,2,0,2,4,9,2,4,9,11,0,0,0,11,9,11,7,9,7,5,7,4,5,9,7,4,4,9,4,7,7,0,11,9,11,7,9,7,5,7,4,5,9,9,7,5,4,5,2,0,9,7,4,2,0,2,4,9,2,4,9,11,0,4,9,7,9,7,4,2,0,2,4,9,2,4,9,11,0,0,0,11,9,11,7,9,7,5,7,4,5,9,7,4,4,9,4,7,7,0,11,9,11,7,9,7,5,7,4,5,9,9,7,5,4,5,2,0,1/2,1/4,3/8,1/8,1/4,1/2,1/4,3/4,1/2,1/4,1/2,1/4,1/4,1/4,1/4,3/4,1/2,1/4,3/8,1/8,1/4,1/2,1/4,3/4,1/2,1/4,1/2,1/4,3/4,3/4,3/8,1/8,1/4,1/2,1/4,3/8,1/8,1/4,1/2,1/4,1/2,1/4,1/2,1/4,1/2,1/4,1/8,1/8,1/2,3/8,1/8,1/4,1/2,1/4,3/8,1/8,1/4,1/2,1/4,1/2,1/4,3/8,1/8,1/4,1/4,1/4,1/4,3/4,1/2,1/4,3/8,1/8,1/4,1/2,1/4,3/4,1/2,1/4,1/2,1/4,1/4,1/4,1/4,3/4,1/2,1/4,3/8,1/8,1/4,1/2,1/4,3/4,1/2,1/4,1/2,1/4,3/4,3/4,3/8,1/8,1/4,1/2,1/4,3/8,1/8,1/4,1/2,1/4,1/2,1/4,1/2,1/4,1/2,1/4,1/8,1/8,1/2,3/8,1/8,1/4,1/2,1/4,3/8,1/8,1/4,1/2,1/4,1/2,1/4,3/8,1/8,1/4,1/4,1/4,1/4,3/4
Spanish Dance,2,703/16,569,0,7,4,7,0,9,5,9,0,2,4,5,4,4,2,0,7,4,7,0,2,4,5,4,2,0,11,0,2,11,7,5,4,0,7,7,2,11,7,5,4,2,7,7,4,0,7,9,11,0,5,4,2,0,0,7,4,7,0,9,5,9,0,2,4,5,4,4,2,0,7,4,7,0,2,4,5,4,2,0,11,0,2,11,7,5,4,0,7,7,2,11,7,5,4,2,7,7,4,0,7,9,11,0,5,4,2,0,7,9,11,0,0,11,9,7,2,4,5,4,4,2,4,4,2,6,7,9,11,9,7,6,7,4,7,0,9,5,9,0,2,4,5,4,4,2,0,7,4,7,0,2,4,5,4,2,0,11,0,2,11,7,5,4,0,7,7,2,11,7,5,4,2,7,7,4,0,7,9,11,0,5,4,2,0,0,7,4,7,0,9,5,9,0,2,4,5,4,4,2,0,7,4,7,0,2,4,5,4,2,0,11,0,2,11,7,5,4,0,7,7,2,11,7,5,4,2,7,7,4,0,7,9,11,0,5,4,2,0,7,9,11,0,0,11,9,7,2,4,5,4,4,2,4,4,2,6,7,9,11,9,7,6,7,2,11,7,0,9,7,5,4,2,9,2,5,4,2,11,0,5,4,2,0,11,0,7,0,9,5,9,0,2,4,5,4,4,2,0,7,4,7,0,2,4,5,4,2,0,11,0,2,11,7,5,4,0,7,7,2,11,7,5,4,2,7,7,4,0,7,9,11,0,5,4,2,0,0,7,4,7,0,9,5,9,0,2,4,5,4,4,2,0,7,4,7,0,2,4,5,4,2,0,11,0,2,11,7,5,4,0,7,7,2,11,7,5,4,2,7,7,4,0,7,9,11,0,5,4,2,0,7,9,11,0,0,11,9,7,2,4,5,4,4,2,4,4,2,6,7,9,11,9,7,6,7,4,7,0,9,5,9,0,2,4,5,4,4,2,0,7,4,7,0,2,4,5,4,2,0,11,0,2,11,7,5,4,0,7,7,2,11,7,5,4,2,7,7,4,0,7,9,11,0,5,4,2,0,0,7,4,7,0,9,5,9,0,2,4,5,4,4,2,0,7,4,7,0,2,4,5,4,2,0,11,0,2,11,7,5,4,0,7,7,2,11,7,5,4,2,7,7,4,0,7,9,11,0,5,4,2,0,7,9,11,0,0,11,9,7,2,4,5,4,4,2,4,4,2,6,7,9,11,9,7,6,7,2,11,7,0,9,7,5,4,2,9,2,5,4,2,11,0,5,4,2,0,11,0,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/8,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/8,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/8,3/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/8,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/8,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/8,3/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/4,3/16,1/16,1/8,1/8,1/16,1/16,1/16,1/16,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/8,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/8,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/8,3/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/8,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/8,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/8,1/8,3/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/4,3/16,1/16,1/8,1/8,1/16,1/16,1/16,1/16,1/4,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/16,1/4
The Sluggard Tapper,2,147/4,110,7,7,4,0,2,4,9,11,0,7,5,4,2,0,7,7,9,11,0,2,7,4,0,2,4,9,11,0,7,5,4,2,0,7,7,9,11,0,7,7,4,0,2,4,9,11,0,7,5,4,2,0,7,7,9,11,0,2,7,4,0,2,4,9,11,0,7,5,4,2,0,7,7,9,11,0,9,2,7,6,7,9,7,2,4,2,11,0,9,11,9,7,9,2,7,6,7,9,7,2,4,2,11,2,7,4,2,4,6,7,1/4,1/2,1/4,3/8,1/8,1/4,3/8,1/8,1/4,1/2,1/4,3/8,1/8,1/4,1/2,1/4,3/8,1/8,1/4,3/4,1/2,1/4,3/8,1/8,1/4,3/8,1/8,1/4,1/2,1/4,3/8,1/8,1/4,1/2,1/4,1/2,1/4,3/4,1/4,1/2,1/4,3/8,1/8,1/4,3/8,1/8,1/4,1/2,1/4,3/8,1/8,1/4,1/2,1/4,3/8,1/8,1/4,3/4,1/2,1/4,3/8,1/8,1/4,3/8,1/8,1/4,1/2,1/4,3/8,1/8,1/4,1/2,1/4,1/2,1/4,3/4,1/4,1/2,1/4,3/8,1/8,1/4,1/2,1/4,3/4,1/2,1/4,1/2,1/4,3/8,1/8,1/4,3/4,1/2,1/4,3/8,1/8,1/4,1/2,1/4,3/4,1/4,1/4,1/4,1/2,1/4,3/8,1/8,1/4,3/4
